Pitcher,PitcherTeam,PitcherThrows,TaggedPitchType,pitch_count,avg_xRV,xRV+,SwStr%
"Rowan, Hudson",WAR_GAT,Left,Curveball,8,0.5596318328136757,89.75448909088735,0.0
"Rowan, Hudson",WAR_GAT,Left,Cutter,1,0.602927262692369,77.75172165146876,0.0
"Rowan, Hudson",WAR_GAT,Left,Fastball,62,0.591782762064011,84.53616712068276,12.9
"Rowan, Hudson",WAR_GAT,Left,Sinker,1,0.7704135708622174,76.1856257330895,0.0
"Rowan, Hudson",WAR_GAT,Left,Slider,3,0.2607185729908385,96.22487150306812,0.0
"Sabbath, Joe",FAL_COM,Right,Fastball,12,0.08333656629231372,103.80519781101087,41.67
"Sabbath, Joe",FAL_COM,Right,Slider,2,0.3434513446927731,93.12510581213544,50.0
"Saunier, Grayson",FAL_COM,Right,Cutter,4,-0.0531375597357661,106.67981051579197,25.0
"Saunier, Grayson",FAL_COM,Right,Sinker,20,0.35989846634934947,92.1322307501511,0.0
"Saunier, Grayson",FAL_COM,Right,Slider,19,0.08237459271962341,102.90692191497469,10.53
"Saunier, Grayson",FAL_COM,Right,Splitter,16,-0.0907260853198623,108.8250365041433,12.5
"Sauser, Matt",FAL_COM,Right,ChangeUp,6,0.31825648191737166,95.84653267652637,16.67
"Sauser, Matt",FAL_COM,Right,Fastball,40,0.009832912773927647,106.59083013017369,5.0
"Sauser, Matt",FAL_COM,Right,Slider,24,0.021737880285237512,105.17881003075343,12.5
"Schaefer, Derek",YAR_RED,Right,ChangeUp,6,0.5433305249610133,87.57730344156307,33.33
"Schaefer, Derek",YAR_RED,Right,Cutter,15,-0.14311922730628782,110.64740272109599,20.0
"Schaefer, Derek",YAR_RED,Right,Fastball,20,0.296582106427668,95.72364485296931,10.0
"Schaefer, Derek",YAR_RED,Right,Sinker,7,0.6000090296307159,82.80505065134402,0.0
"Schaefer, Derek",YAR_RED,Right,Slider,3,-0.20018770059973423,113.49374119304944,0.0
"Schmitt, Tyler",BRE_WHI,Right,ChangeUp,5,0.3718094173561478,93.87899571242357,20.0
"Schmitt, Tyler",BRE_WHI,Right,Curveball,8,0.17668967072614686,101.55258222962689,0.0
"Schmitt, Tyler",BRE_WHI,Right,Cutter,5,-0.08296900841229757,107.99517870619778,20.0
"Schmitt, Tyler",BRE_WHI,Right,Fastball,32,0.07300743358127623,104.19664999782755,9.38
"Schmitt, Tyler",BRE_WHI,Right,Sinker,10,-0.17436088723655158,112.8857250665532,0.0
"Schmitt, Tyler",BRE_WHI,Right,Slider,4,-0.12364827637046735,110.62602291951704,0.0
"Schulz, Jakob",FAL_COM,Left,Curveball,4,0.2479558373599459,99.3569376784941,0.0
"Schulz, Jakob",FAL_COM,Left,Fastball,13,0.5968488618286776,84.34417270188796,15.38
"Schulz, Jakob",FAL_COM,Left,Slider,5,-0.17465590621591212,112.53713622707478,0.0
"Scolari, Callan",ORL_FIR,Right,ChangeUp,5,0.28226062382050293,97.16902192533993,0.0
"Scolari, Callan",ORL_FIR,Right,Fastball,34,0.04320472871188717,105.32610920031298,11.76
"Scolari, Callan",ORL_FIR,Right,Slider,11,0.1829618792517981,99.13819746247145,9.09
"Scudder, Dylan",COT_KET,Right,Curveball,2,-0.08545270363528265,109.62894585453263,0.0
"Scudder, Dylan",COT_KET,Right,FourSeamFastBall,9,0.8084018900407359,77.51379518311686,0.0
"Scudder, Dylan",COT_KET,Right,Splitter,5,-0.25484151201614613,115.10672037535974,0.0
"Shadek, Justin",BRE_WHI,Right,Curveball,1,-0.139077903953109,111.28108858147705,0.0
"Shadek, Justin",BRE_WHI,Right,Fastball,25,-0.07204433499333694,109.69380388273066,20.0
"Sheerin, Deven",FAL_COM,Right,ChangeUp,1,0.2284001006058894,99.14785967648096,0.0
"Sheerin, Deven",FAL_COM,Right,Fastball,14,-0.15496029447761583,112.83614260275125,28.57
"Sheerin, Deven",FAL_COM,Right,Sinker,24,0.013464761484645246,105.58957104127204,33.33
"Sheerin, Deven",FAL_COM,Right,Slider,14,0.12602314072139909,101.27153283309568,14.29
"Shorey, Matthew",BOU_BRA,Left,ChangeUp,7,0.4166097271338632,92.233030560958,0.0
"Shorey, Matthew",BOU_BRA,Left,Fastball,18,-0.027971983667277725,108.02355539359047,0.0
"Shorey, Matthew",BOU_BRA,Left,Sinker,1,-0.0415055180832154,107.72491107214938,0.0
"Shorey, Matthew",BOU_BRA,Left,Slider,6,-0.00832789154777514,106.30529045782224,0.0
"Shurtleff, Thomas",HAR_MAR,Right,ChangeUp,1,-0.3250933968731352,119.48323264451422,0.0
"Shurtleff, Thomas",HAR_MAR,Right,Cutter,11,0.09215456158537277,100.27339570252963,9.09
"Shurtleff, Thomas",HAR_MAR,Right,Sinker,11,0.3043310305041618,94.29076752868355,0.0
"Shurtleff, Thomas",HAR_MAR,Right,Slider,7,-0.11269582663565773,110.21566524357767,14.29
"Shurtleff, Thomas",HAR_MAR,Right,Sweeper,1,0.0729770145237609,104.3485741004608,100.0
"Smith, Derrick",BOU_BRA,Right,Curveball,11,-0.054219185715291336,108.66667011173699,9.09
"Smith, Derrick",BOU_BRA,Right,Fastball,17,-0.050778066820374064,108.88785749646334,5.88
"Smith, Derrick",BOU_BRA,Right,Sinker,4,0.09268055304124706,102.5124054871178,0.0
"Smith, Derrick",BOU_BRA,Right,Slider,9,-0.15581295948749427,111.83114368526493,0.0
"Smith, Kaden",CHA_ANG,Right,ChangeUp,3,0.3418860704988996,94.97838065834522,0.0
"Smith, Kaden",CHA_ANG,Right,Curveball,8,0.11810848471725456,103.35741428296649,25.0
"Smith, Kaden",CHA_ANG,Right,Fastball,21,0.03035353610659382,105.81314209932577,33.33
"Smith, Kaden",CHA_ANG,Right,Slider,5,0.11559741731042963,101.66215554605046,20.0
"Speshyock, Ryan",HYA_HAR,Right,ChangeUp,2,-0.16098040707866124,113.45371491473071,0.0
"Speshyock, Ryan",HYA_HAR,Right,Fastball,25,0.23233929593826994,98.15831089481927,8.0
"Speshyock, Ryan",HYA_HAR,Right,Slider,12,-0.1872992288891877,113.01084618548408,0.0
"Stephens, Jordan",WAR_GAT,Right,Fastball,22,0.08589258068018533,103.70833029563873,13.64
"Stephens, Jordan",WAR_GAT,Right,Slider,15,-0.018105585637662232,106.67163332356668,6.67
"Stevens, Jonathan",BOU_BRA,Right,Curveball,11,0.5008850870200089,91.56442188777044,9.09
"Stevens, Jonathan",BOU_BRA,Right,Fastball,14,0.17265393068008633,100.42025944412023,0.0
"Stevens, Jonathan",BOU_BRA,Right,Slider,1,0.0374878102888223,104.5887041796453,0.0
"Stone, Duke",CHA_ANG,Right,ChangeUp,4,-0.15280128526984177,113.15321365628617,0.0
"Stone, Duke",CHA_ANG,Right,Fastball,7,0.05441713986614895,104.90118263691105,0.0
"Stone, Duke",CHA_ANG,Right,Slider,3,-0.11821744349550474,110.42254479261892,0.0
"Swift, Chase",COT_KET,Left,ChangeUp,14,0.3378972248564206,95.12493100486452,14.29
"Swift, Chase",COT_KET,Left,Curveball,4,0.26865616248840896,98.71917984442209,0.0
"Swift, Chase",COT_KET,Left,FourSeamFastBall,21,0.16875586422674194,100.55249970327793,14.29
"Swift, Chase",COT_KET,Left,Sinker,1,0.5497805378216292,84.75619425282657,0.0
"Swift, Chase",COT_KET,Left,Slider,2,0.45264364248233846,89.03397564159525,0.0
"Swink, Josh",CHA_ANG,Left,ChangeUp,3,0.6804816823333343,82.53836450033502,0.0
"Swink, Josh",CHA_ANG,Left,Cutter,5,0.6028720952971883,77.75415416614665,40.0
"Swink, Josh",CHA_ANG,Left,Fastball,1,0.4296594114829027,90.6802976972225,0.0
"Swink, Josh",CHA_ANG,Left,Sinker,15,0.25342740211944365,96.26813705020122,6.67
"Swink, Josh",CHA_ANG,Left,Slider,19,0.20281043960780606,98.39452738904974,10.53
"Tabor, Jacob",YAR_RED,Left,ChangeUp,2,0.14280634998998895,102.29257745624697,0.0
"Tabor, Jacob",YAR_RED,Left,Fastball,3,-0.11547088448146632,111.33957785413736,0.0
"Tabor, Jacob",YAR_RED,Left,Sinker,23,0.08255307467402502,102.905810980766,8.7
"Tabor, Jacob",YAR_RED,Left,Slider,14,0.009190620044210923,105.6489207983518,7.14
"Takemoto, Itsuki",ORL_FIR,Right,ChangeUp,1,0.1182426453467805,103.19504893544476,100.0
"Takemoto, Itsuki",ORL_FIR,Right,Curveball,7,0.6664861628869401,86.46240620398434,0.0
"Takemoto, Itsuki",ORL_FIR,Right,Cutter,14,0.05288015806135341,102.00513530568534,7.14
"Takemoto, Itsuki",ORL_FIR,Right,Fastball,8,0.03064745524462053,105.80200318838847,37.5
"Takemoto, Itsuki",ORL_FIR,Right,Slider,5,-0.06207724361734603,108.31912843312145,20.0
"Taylor, Nate",CHA_ANG,Right,ChangeUp,11,0.14595328546613462,102.17695892250586,27.27
"Taylor, Nate",CHA_ANG,Right,Curveball,3,0.27873931434030724,98.40852727999237,0.0
"Taylor, Nate",CHA_ANG,Right,Fastball,40,0.10879322336279502,102.84044458747704,32.5
"Taylor, Nate",CHA_ANG,Right,Slider,5,0.035507064270473836,104.66291719612987,40.0
"Tomii, Tsubasa",HYA_HAR,Right,Curveball,4,0.9284998694757753,78.39000671391491,0.0
"Tomii, Tsubasa",HYA_HAR,Right,Fastball,3,0.6060647712700105,83.99490931209151,0.0
"Tomii, Tsubasa",HYA_HAR,Right,Slider,22,1.011172857934725,68.10744720761117,9.09
"Tomii, Tsubasa",HYA_HAR,Right,Splitter,1,0.6003100490921561,82.37492984843536,0.0
"Tozzi, Roman",ORL_FIR,Left,ChangeUp,1,0.2312632568947302,99.04266720129465,0.0
"Tozzi, Roman",ORL_FIR,Left,Curveball,5,0.8425104012994431,81.03926254138673,20.0
"Tozzi, Roman",ORL_FIR,Left,Fastball,9,0.47053122051567414,89.13134296185198,11.11
"Troy, Adam",HYA_HAR,Right,ChangeUp,11,0.12168941209074212,103.06841458907661,9.09
"Troy, Adam",HYA_HAR,Right,Fastball,11,0.08673557005157467,103.67638278928702,27.27
"Troy, Adam",HYA_HAR,Right,Slider,1,-0.0883115058808871,109.30205290692527,0.0
"Valentin, Alex",BOU_BRA,Left,ChangeUp,3,0.4733721561032414,90.14757667772147,33.33
"Valentin, Alex",BOU_BRA,Left,Curveball,25,0.25019104227222283,99.28807308652685,12.0
"Valentin, Alex",BOU_BRA,Left,Fastball,42,0.1799045082615103,100.14547795671622,11.9
"Valentin, Alex",BOU_BRA,Left,Sinker,10,0.34163457950807324,92.841697920378,30.0
"Valentin, Alex",BOU_BRA,Left,Slider,6,0.29822381960506644,94.81965475167486,0.0
"Vanesko, Jackson",FAL_COM,Left,ChangeUp,15,0.20794901371071348,99.89923341711072,13.33
"Vanesko, Jackson",FAL_COM,Left,Cutter,4,0.07709515412651752,100.93741526633048,0.0
"Vanesko, Jackson",FAL_COM,Left,Fastball,24,0.07448701317408528,104.14057707443918,0.0
"Vanesko, Jackson",FAL_COM,Left,Sinker,1,0.3989346679311192,90.61585563715848,0.0
"Vanesko, Jackson",FAL_COM,Left,Slider,4,0.17534006287933418,99.4237656165165,0.0
"Volchko, Joey",COT_KET,Right,ChangeUp,16,0.2028528054084288,100.08646831150742,12.5
"Volchko, Joey",COT_KET,Right,Curveball,1,-0.0956948755571926,109.9444976799544,0.0
"Volchko, Joey",COT_KET,Right,Cutter,26,-0.05352076504606096,106.69670731758735,3.85
"Volchko, Joey",COT_KET,Right,FourSeamFastBall,3,0.017681227394500922,105.99389037562581,0.0
"Volchko, Joey",COT_KET,Right,Sinker,3,0.11566806895525406,101.61944726810397,0.0
"Volchko, Joey",COT_KET,Right,Slider,9,0.0005910524368037396,105.97112255804062,0.0
"Walker, Charlie",COT_KET,Right,ChangeUp,1,0.343967520152878,94.90190811581199,0.0
"Walker, Charlie",COT_KET,Right,Curveball,3,0.5257508978943796,90.79832929805174,66.67
"Walker, Charlie",COT_KET,Right,Cutter,4,0.9471883083104745,62.572102535011304,0.0
"Walker, Charlie",COT_KET,Right,Fastball,8,1.3625616679625103,55.32528400910052,0.0
"Walker, Charlie",COT_KET,Right,FourSeamFastBall,12,1.0317118609163387,69.47063970683338,25.0
"Walker, Charlie",COT_KET,Right,Slider,21,0.17369165945147244,99.4855266851401,4.76
"Walker, Charlie",COT_KET,Right,Splitter,19,0.23259363737643662,96.44964725407533,15.79
"Walker, Charlie",COT_KET,Right,Sweeper,1,1.3890546986412926,58.88428259848901,0.0
"Watkins, Hunter",YAR_RED,Right,Curveball,13,-0.10648190478298727,110.27683605398578,23.08
"Watkins, Hunter",YAR_RED,Right,Cutter,14,0.36058247356458445,88.43751268313493,0.0
"Watkins, Hunter",YAR_RED,Right,Fastball,8,0.12309562790019432,102.29841383915301,12.5
"Watkins, Hunter",YAR_RED,Right,Sinker,11,0.2462281469002111,96.5477946757942,18.18
"Watkins, Hunter",YAR_RED,Right,Slider,9,0.7695604886497303,77.15998730034285,11.11
"Wendt, Shea",WAR_GAT,Right,ChangeUp,10,0.22241376402914614,99.36779791885365,20.0
"Wendt, Shea",WAR_GAT,Right,Curveball,6,0.01452454606595785,106.54873944085325,33.33
"Wendt, Shea",WAR_GAT,Right,Cutter,3,-0.026754282056478406,105.51648369937489,33.33
"Wendt, Shea",WAR_GAT,Right,Fastball,34,0.052915929373580875,104.9580753254482,14.71
"Wendt, Shea",WAR_GAT,Right,Sinker,2,0.17560993563639984,99.29098417029941,0.0
"Wendt, Shea",WAR_GAT,Right,Slider,13,0.1558066069560845,100.15562960766114,0.0
"Whelan, Will",BOU_BRA,Left,Curveball,2,-0.11364347465034905,110.49747738492236,0.0
"Whelan, Will",BOU_BRA,Left,Cutter,5,0.6128541487049352,77.31401209762512,0.0
"Whelan, Will",BOU_BRA,Left,Fastball,20,0.27454520460378273,96.5587966174932,20.0
"Whelan, Will",BOU_BRA,Left,Slider,16,0.006993775973893739,105.73123040477996,12.5
"Whysong, Nate",BOU_BRA,Right,Curveball,1,-0.082533183151747,109.53899813397493,0.0
"Whysong, Nate",BOU_BRA,Right,Cutter,3,-0.1279103921982846,109.97679439324993,0.0
"Whysong, Nate",BOU_BRA,Right,Fastball,11,0.07640537917623683,104.06787507828275,36.36
"Whysong, Nate",BOU_BRA,Right,Slider,1,0.3254321234346406,93.80023566315162,0.0
"Wilson, Harrison",HAR_MAR,Right,ChangeUp,1,-0.2911663774437008,118.23675261008995,100.0
"Wilson, Harrison",HAR_MAR,Right,Curveball,5,0.0350981426872278,105.91488599464765,0.0
"Wilson, Harrison",HAR_MAR,Right,Fastball,13,0.38561194032303653,92.34960328091873,7.69
"Wilson, Harrison",HAR_MAR,Right,Slider,3,0.023771243976783984,105.10262557713747,33.33
"Wimbish, Camden",BRE_WHI,Right,ChangeUp,3,-0.07211136515503834,110.18866280289963,0.0
"Wimbish, Camden",BRE_WHI,Right,Curveball,2,0.38985459924969806,94.98516832324492,50.0
"Wimbish, Camden",BRE_WHI,Right,Fastball,32,-0.0684219286217238,109.55652237658916,6.25
"Wimbish, Camden",BRE_WHI,Right,Splitter,7,0.05275587864073605,103.33311927877648,14.29
